id,code,number,name,parent_id/id,type,nature,active
acc_sat.account_sat_v2_384,252.17,252-100-017,Otras cuentas y documentos por pagar a largo plazo,acc_sat.account_sat_v2_367,other,A,True
acc_sat.account_sat_v2_385,253,253-000-000,Cobros anticipados a largo plazo,acc_sat.account_sat_v2_359,view,A,True
acc_sat.account_sat_v2_386,253.01,253-100-001,Rentas cobradas por anticipado a largo plazo nacional,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_387,253.02,253-100-002,Rentas cobradas por anticipado a largo plazo extranjero,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_388,253.03,253-100-003,Rentas cobradas por anticipado a largo plazo nacional parte relacionada,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_389,253.04,253-100-004,Rentas cobradas por anticipado a largo plazo extranjero parte relacionada,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_390,253.05,253-100-005,Intereses cobrados por anticipado a largo plazo nacional,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_391,253.06,253-100-006,Intereses cobrados por anticipado a largo plazo extranjero,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_392,253.07,253-100-007,Intereses cobrados por anticipado a largo plazo nacional parte relacionada,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_393,253.08,253-100-008,Intereses cobrados por anticipado a largo plazo extranjero parte relacionada,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_394,253.09,253-100-009,Factoraje financiero cobrados por anticipado a largo plazo nacional,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_395,253.10,253-100-010,Factoraje financiero cobrados por anticipado a largo plazo extranjero,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_396,253.11,253-100-011,Factoraje financiero cobrados por anticipado a largo plazo nacional parte relacionada,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_397,253.12,253-100-012,Factoraje financiero cobrados por anticipado a largo plazo extranjero parte relacionada,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_398,253.13,253-100-013,Arrendamiento financiero cobrados por anticipado a largo plazo nacional,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_399,253.14,253-100-014,Arrendamiento financiero cobrados por anticipado a largo plazo extranjero,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_400,253.15,253-100-015,Arrendamiento financiero cobrados por anticipado a largo plazo nacional parte relacionada,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_401,253.16,253-100-016,Arrendamiento financiero cobrados por anticipado a largo plazo extranjero parte relacionada,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_402,253.17,253-100-017,Derechos fiduciarios,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_403,253.18,253-100-018,Otros cobros anticipados,acc_sat.account_sat_v2_385,other,A,True
acc_sat.account_sat_v2_404,254,254-000-000,Instrumentos financieros a largo plazo,acc_sat.account_sat_v2_359,view,A,True
acc_sat.account_sat_v2_405,254.01,254-100-001,Instrumentos financieros a largo plazo,acc_sat.account_sat_v2_404,other,A,True
acc_sat.account_sat_v2_406,255,255-000-000,Pasivos por beneficios a los empleados a largo plazo,acc_sat.account_sat_v2_359,view,A,True
acc_sat.account_sat_v2_407,255.01,255-100-001,Pasivos por beneficios a los empleados a largo plazo,acc_sat.account_sat_v2_406,other,A,True
acc_sat.account_sat_v2_408,256,256-000-000,Otros pasivos a largo plazo,acc_sat.account_sat_v2_359,view,A,True
acc_sat.account_sat_v2_409,256.01,256-100-001,Otros pasivos a largo plazo,acc_sat.account_sat_v2_408,other,A,True
acc_sat.account_sat_v2_410,257,257-000-000,Participacion de los trabajadores en las utilidades diferida,acc_sat.account_sat_v2_359,view,A,True
acc_sat.account_sat_v2_411,257.01,257-100-001,Participacion de los trabajadores en las utilidades diferida,acc_sat.account_sat_v2_410,other,A,True
acc_sat.account_sat_v2_412,258,258-000-000,Obligaciones contraidas de fideicomisos,acc_sat.account_sat_v2_359,view,A,True
acc_sat.account_sat_v2_413,258.01,258-100-001,Obligaciones contraidas de fideicomisos,acc_sat.account_sat_v2_412,other,A,True
acc_sat.account_sat_v2_414,259,259-000-000,Impuestos diferidos,acc_sat.account_sat_v2_359,view,A,True
acc_sat.account_sat_v2_415,259.01,259-100-001,ISR diferido,acc_sat.account_sat_v2_414,other,A,True
acc_sat.account_sat_v2_416,259.02,259-100-002,ISR por dividendo diferido,acc_sat.account_sat_v2_414,other,A,True
acc_sat.account_sat_v2_417,259.03,259-100-003,Otros impuestos diferidos,acc_sat.account_sat_v2_414,other,A,True
acc_sat.account_sat_v2_418,260,260-000-000,Pasivos diferidos,acc_sat.account_sat_v2_359,view,A,True
acc_sat.account_sat_v2_419,260.01,260-100-001,Pasivos diferidos,acc_sat.account_sat_v2_418,other,A,True
acc_sat.account_sat_v2_420,300,000-000-003,Capital contable,acc_sat.account_sat_v2_001,view,A,True
acc_sat.account_sat_v2_421,301,301-000-000,Capital social,acc_sat.account_sat_v2_420,view,A,True
acc_sat.account_sat_v2_422,301.01,301-100-001,Capital fijo,acc_sat.account_sat_v2_421,other,A,True
acc_sat.account_sat_v2_423,301.02,301-100-002,Capital variable,acc_sat.account_sat_v2_421,other,A,True
acc_sat.account_sat_v2_424,301.03,301-100-003,Aportaciones para futuros aumentos de capital,acc_sat.account_sat_v2_421,other,A,True
acc_sat.account_sat_v2_425,301.04,301-100-004,Prima en suscripcion de acciones,acc_sat.account_sat_v2_421,other,A,True
acc_sat.account_sat_v2_426,301.05,301-100-005,Prima en suscripcion de partes sociales,acc_sat.account_sat_v2_421,other,A,True
acc_sat.account_sat_v2_427,302,302-000-000,Patrimonio,acc_sat.account_sat_v2_420,view,A,True
acc_sat.account_sat_v2_428,302.01,302-100-001,Patrimonio,acc_sat.account_sat_v2_427,other,A,True
acc_sat.account_sat_v2_429,302.02,302-100-002,Aportacion patrimonial,acc_sat.account_sat_v2_427,other,A,True
acc_sat.account_sat_v2_430,302.03,302-100-003,Deficit o remanente del ejercicio,acc_sat.account_sat_v2_427,other,A,True
acc_sat.account_sat_v2_431,303,303-000-000,Reserva legal,acc_sat.account_sat_v2_420,view,A,True
acc_sat.account_sat_v2_432,303.01,303-100-001,Reserva legal,acc_sat.account_sat_v2_431,other,A,True
acc_sat.account_sat_v2_433,304,304-000-000,Resultado de ejercicios anteriores,acc_sat.account_sat_v2_420,view,A,True
acc_sat.account_sat_v2_434,304.01,304-100-001,Utilidad de ejercicios anteriores,acc_sat.account_sat_v2_433,other,A,True
acc_sat.account_sat_v2_435,304.02,304-100-002,Perdida de ejercicios anteriores,acc_sat.account_sat_v2_433,other,A,True
acc_sat.account_sat_v2_436,304.03,304-100-003,Resultado integral de ejercicios anteriores,acc_sat.account_sat_v2_433,other,A,True
acc_sat.account_sat_v2_437,304.04,304-100-004,Deficit o remanente de ejercicio anteriores,acc_sat.account_sat_v2_433,other,A,True
acc_sat.account_sat_v2_438,305,305-000-000,Resultado del ejercicio,acc_sat.account_sat_v2_420,view,A,True
acc_sat.account_sat_v2_439,305.01,305-100-001,Utilidad del ejercicio,acc_sat.account_sat_v2_438,other,A,True
acc_sat.account_sat_v2_440,305.02,305-100-002,Perdida del ejercicio,acc_sat.account_sat_v2_438,other,A,True
acc_sat.account_sat_v2_441,305.03,305-100-003,Resultado integral,acc_sat.account_sat_v2_438,other,A,True
acc_sat.account_sat_v2_442,306,306-000-000,Otras cuentas de capital,acc_sat.account_sat_v2_420,view,A,True
acc_sat.account_sat_v2_443,306.01,306-100-001,Otras cuentas de capital,acc_sat.account_sat_v2_442,other,A,True
acc_sat.account_sat_v2_444,400,000-000-004,Ingresos ,acc_sat.account_sat_v2_001,view,A,True
acc_sat.account_sat_v2_445,401,401-000-000,Ingresos,acc_sat.account_sat_v2_444,view,A,True
acc_sat.account_sat_v2_446,401.01,401-100-001,Ventas y/o servicios gravados a la tasa general,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_447,401.02,401-100-002,Ventas y/o servicios gravados a la tasa general de contado,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_448,401.03,401-100-003,Ventas y/o servicios gravados a la tasa general a Credito,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_449,401.04,401-100-004,Ventas y/o servicios gravados al 0%,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_450,401.05,401-100-005,Ventas y/o servicios gravados al 0% de contado,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_451,401.06,401-100-006,Ventas y/o servicios gravados al 0% a Credito,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_452,401.07,401-100-007,Ventas y/o servicios exentos,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_453,401.08,401-100-008,Ventas y/o servicios exentos de contado,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_454,401.09,401-100-009,Ventas y/o servicios exentos a Credito,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_455,401.10,401-100-010,Ventas y/o servicios gravados a la tasa general nacionales partes relacionadas,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_456,401.11,401-100-011,Ventas y/o servicios gravados a la tasa general extranjeros partes relacionadas,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_457,401.12,401-100-012,Ventas y/o servicios gravados al 0% nacionales partes relacionadas,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_458,401.13,401-100-013,Ventas y/o servicios gravados al 0% extranjeros partes relacionadas,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_459,401.14,401-100-014,Ventas y/o servicios exentos nacionales partes relacionadas,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_460,401.15,401-100-015,Ventas y/o servicios exentos extranjeros partes relacionadas,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_461,401.16,401-100-016,Ingresos por servicios administrativos,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_462,401.17,401-100-017,Ingresos por servicios administrativos nacionales partes relacionadas,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_463,401.18,401-100-018,Ingresos por servicios administrativos extranjeros partes relacionadas,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_464,401.19,401-100-019,Ingresos por servicios profesionales,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_465,401.20,401-100-020,Ingresos por servicios profesionales nacionales partes relacionadas,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_466,401.21,401-100-021,Ingresos por servicios profesionales extranjeros partes relacionadas,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_467,401.22,401-100-022,Ingresos por arrendamiento,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_468,401.23,401-100-023,Ingresos por arrendamiento nacionales partes relacionadas,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_469,401.24,401-100-024,Ingresos por arrendamiento extranjeros partes relacionadas,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_470,401.25,401-100-025,Ingresos por exportacion,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_471,401.26,401-100-026,Ingresos por comisiones,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_472,401.27,401-100-027,Ingresos por maquila,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_473,401.28,401-100-028,Ingresos por coordinados,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_474,401.29,401-100-029,Ingresos por regalias,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_475,401.30,401-100-030,Ingresos por asistencia tecnica,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_476,401.31,401-100-031,Ingresos por donativos,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_477,401.32,401-100-032,Ingresos por intereses (actividad propia),acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_478,401.33,401-100-033,Ingresos de copropiedad,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_479,401.34,401-100-034,Ingresos por fideicomisos,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_480,401.35,401-100-035,Ingresos por factoraje financiero,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_481,401.36,401-100-036,Ingresos por arrendamiento financiero,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_482,401.37,401-100-037,Ingresos de extranjeros con establecimiento en el pais,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_483,401.38,401-100-038,Otros ingresos propios,acc_sat.account_sat_v2_445,other,A,True
acc_sat.account_sat_v2_484,402,402-000-000,"Devoluciones, descuentos o bonificaciones sobre ingresos",acc_sat.account_sat_v2_444,view,D,True
acc_sat.account_sat_v2_485,402.01,402-100-001,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios a la tasa general",acc_sat.account_sat_v2_484,other,D,True
acc_sat.account_sat_v2_486,402.02,402-100-002,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios al 0%",acc_sat.account_sat_v2_484,other,D,True
acc_sat.account_sat_v2_487,402.03,402-100-003,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios exentos",acc_sat.account_sat_v2_484,other,D,True
acc_sat.account_sat_v2_488,402.04,402-100-004,"Devoluciones, descuentos o bonificaciones de otros ingresos",acc_sat.account_sat_v2_484,other,D,True
acc_sat.account_sat_v2_489,403,403-000-000,Otros ingresos,acc_sat.account_sat_v2_444,view,A,True
acc_sat.account_sat_v2_490,403.01,403-100-001,Otros Ingresos,acc_sat.account_sat_v2_489,other,A,True
acc_sat.account_sat_v2_491,403.02,403-100-002,Otros ingresos nacionales parte relacionada,acc_sat.account_sat_v2_489,other,A,True
acc_sat.account_sat_v2_492,403.03,403-100-003,Otros ingresos extranjeros parte relacionada,acc_sat.account_sat_v2_489,other,A,True
acc_sat.account_sat_v2_493,403.04,403-100-004,Ingresos por operaciones discontinuas,acc_sat.account_sat_v2_489,other,A,True
acc_sat.account_sat_v2_494,403.05,403-100-005,Ingresos por condonacion de adeudo,acc_sat.account_sat_v2_489,other,A,True
acc_sat.account_sat_v2_495,500,000-000-005,Costos ,acc_sat.account_sat_v2_001,view,D,True
acc_sat.account_sat_v2_496,501,501-000-000,Costo de venta y/o servicio,acc_sat.account_sat_v2_495,view,D,True
acc_sat.account_sat_v2_497,501.01,501-100-001,Costo de venta,acc_sat.account_sat_v2_496,other,D,True
acc_sat.account_sat_v2_498,501.02,501-100-002,Costo de servicios (Mano de obra),acc_sat.account_sat_v2_496,other,D,True
acc_sat.account_sat_v2_499,501.03,501-100-003,Materia prima directa utilizada para la produccion,acc_sat.account_sat_v2_496,other,D,True
acc_sat.account_sat_v2_500,501.04,501-100-004,Materia prima consumida en el proceso productivo,acc_sat.account_sat_v2_496,other,D,True
acc_sat.account_sat_v2_501,501.05,501-100-005,Mano de obra directa consumida,acc_sat.account_sat_v2_496,other,D,True
acc_sat.account_sat_v2_502,501.06,501-100-006,Mano de obra directa,acc_sat.account_sat_v2_496,other,D,True
acc_sat.account_sat_v2_503,501.07,501-100-007,Cargos indirectos de produccion,acc_sat.account_sat_v2_496,other,D,True
acc_sat.account_sat_v2_504,501.08,501-100-008,Otros conceptos de costo,acc_sat.account_sat_v2_496,other,D,True
acc_sat.account_sat_v2_505,502,502-000-000,Compras,acc_sat.account_sat_v2_495,view,D,True
acc_sat.account_sat_v2_506,502.01,502-100-001,Compras nacionales,acc_sat.account_sat_v2_505,other,D,True
acc_sat.account_sat_v2_507,502.02,502-100-002,Compras nacionales parte relacionada,acc_sat.account_sat_v2_505,other,D,True
acc_sat.account_sat_v2_508,502.03,502-100-003,Compras de Importacion,acc_sat.account_sat_v2_505,other,D,True
acc_sat.account_sat_v2_509,502.04,502-100-004,Compras de Importacion partes relacionadas,acc_sat.account_sat_v2_505,other,D,True
acc_sat.account_sat_v2_510,503,503-000-000,"Devoluciones, descuentos o bonificaciones sobre compras",acc_sat.account_sat_v2_495,view,D,True
acc_sat.account_sat_v2_511,503.01,503-100-001,"Devoluciones, descuentos o bonificaciones sobre compras",acc_sat.account_sat_v2_510,other,D,True
acc_sat.account_sat_v2_512,504,504-000-000,Otras cuentas de costos,acc_sat.account_sat_v2_495,view,D,True
acc_sat.account_sat_v2_513,504.01,504-100-001,Gastos indirectos de fabricacion,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_514,504.02,504-100-002,Gastos indirectos de fabricacion de partes relacionadas nacionales,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_515,504.03,504-100-003,Gastos indirectos de fabricacion de partes relacionadas extranjeras,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_516,504.04,504-100-004,Otras cuentas de costos incurridos,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_517,504.05,504-100-005,Otras cuentas de costos incurridos con partes relacionadas nacionales,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_518,504.06,504-100-006,Otras cuentas de costos incurridos con partes relacionadas extranjeras,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_519,504.07,504-100-007,Depreciacion de edificios,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_520,504.08,504-100-008,Depreciacion de maquinaria y equipo,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_521,504.09,504-100-009,"Depreciacion de automoviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques",acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_522,504.10,504-100-010,Depreciacion de mobiliario y equipo de oficina,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_523,504.11,504-100-011,Depreciacion de equipo de computo,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_524,504.12,504-100-012,Depreciacion de equipo de comunicacion,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_525,504.13,504-100-013,"Depreciacion de activos biologicos, vegetales y semovientes",acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_526,504.14,504-100-014,Depreciacion de otros activos fijos,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_527,504.15,504-100-015,Depreciacion de ferrocarriles,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_528,504.16,504-100-016,Depreciacion de embarcaciones,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_529,504.17,504-100-017,Depreciacion de aviones,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_530,504.18,504-100-018,"Depreciacion de troqueles, moldes, matrices y herramental",acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_531,504.19,504-100-019,Depreciacion de equipo de comunicaciones telefonicas,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_532,504.20,504-100-020,Depreciacion de equipo de comunicacion satelital,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_533,504.21,504-100-021,Depreciacion de equipo de adaptaciones para personas con capacidades diferentes,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_534,504.22,504-100-022,Depreciacion de maquinaria y equipo de generacion de energia de fuentes renovables o de sistemas de cogeneracion de electricidad eficiente,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_535,504.23,504-100-023,Depreciacion de adaptaciones y mejoras,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_536,504.24,504-100-024,Depreciacion de otra maquinaria y equipo,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_537,504.25,504-100-025,Otras cuentas de costos,acc_sat.account_sat_v2_512,other,D,True
acc_sat.account_sat_v2_538,505,505-000-000,Costo de activo fijo,acc_sat.account_sat_v2_495,view,D,True
acc_sat.account_sat_v2_539,505.01,505-100-001,Costo por venta de activo fijo,acc_sat.account_sat_v2_538,other,D,True
acc_sat.account_sat_v2_540,505.02,505-100-002,Costo por baja de activo fijo,acc_sat.account_sat_v2_538,other,D,True
acc_sat.account_sat_v2_541,600,000-000-006,Gastos ,acc_sat.account_sat_v2_001,view,D,True
acc_sat.account_sat_v2_542,601,601-000-000,Gastos generales,acc_sat.account_sat_v2_541,view,D,True
acc_sat.account_sat_v2_543,601.01,601-100-001,Sueldos y salarios,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_544,601.02,601-100-002,Compensaciones,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_545,601.03,601-100-003,Tiempos extras,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_546,601.04,601-100-004,Premios de asistencia,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_547,601.05,601-100-005,Premios de puntualidad,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_548,601.06,601-100-006,Vacaciones,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_549,601.07,601-100-007,Prima vacacional,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_550,601.08,601-100-008,Prima dominical,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_551,601.09,601-100-009,Dias festivos,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_552,601.10,601-100-010,Gratificaciones,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_553,601.11,601-100-011,Primas de antiguedad,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_554,601.12,601-100-012,Aguinaldo,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_555,601.13,601-100-013,Indemnizaciones,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_556,601.14,601-100-014,Destajo,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_557,601.15,601-100-015,Despensa,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_558,601.16,601-100-016,Transporte,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_559,601.17,601-100-017,Servicio medico,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_560,601.18,601-100-018,Ayuda en gastos funerarios,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_561,601.19,601-100-019,Fondo de ahorro,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_562,601.20,601-100-020,Cuotas sindicales,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_563,601.21,601-100-021,PTU,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_564,601.22,601-100-022,Estimulo al personal,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_565,601.23,601-100-023,Prevision social,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_566,601.24,601-100-024,Aportaciones para el plan de jubilacion,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_567,601.25,601-100-025,Otras prestaciones al personal,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_568,601.26,601-100-026,Cuotas al IMSS,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_569,601.27,601-100-027,Aportaciones al infonavit,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_570,601.28,601-100-028,Aportaciones al SAR,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_571,601.29,601-100-029,Impuesto estatal sobre nominas,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_572,601.30,601-100-030,Otras aportaciones,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_573,601.31,601-100-031,Asimilados a salarios,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_574,601.32,601-100-032,Servicios administrativos,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_575,601.33,601-100-033,Servicios administrativos partes relacionadas,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_576,601.34,601-100-034,Honorarios a personas fisicas residentes nacionales,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_577,601.35,601-100-035,Honorarios a personas fisicas residentes nacionales partes relacionadas,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_578,601.36,601-100-036,Honorarios a personas fisicas residentes del extranjero,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_579,601.37,601-100-037,Honorarios a personas fisicas residentes del extranjero partes relacionadas,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_580,601.38,601-100-038,Honorarios a personas morales residentes nacionales,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_581,601.39,601-100-039,Honorarios a personas morales residentes nacionales partes relacionadas,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_582,601.40,601-100-040,Honorarios a personas morales residentes del extranjero,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_583,601.41,601-100-041,Honorarios a personas morales residentes del extranjero partes relacionadas,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_584,601.42,601-100-042,Honorarios aduanales personas fisicas,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_585,601.43,601-100-043,Honorarios aduanales personas morales,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_586,601.44,601-100-044,Honorarios al consejo de administracion,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_587,601.45,601-100-045,Arrendamiento a personas fisicas residentes nacionales,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_588,601.46,601-100-046,Arrendamiento a personas morales residentes nacionales,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_589,601.47,601-100-047,Arrendamiento a residentes del extranjero,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_590,601.48,601-100-048,Combustibles y lubricantes,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_591,601.49,601-100-049,Viaticos y gastos de viaje,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_592,601.50,601-100-050,"Telefono, internet",acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_593,601.51,601-100-051,Agua,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_594,601.52,601-100-052,Energia electrica,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_595,601.53,601-100-053,Vigilancia y seguridad,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_596,601.54,601-100-054,Limpieza,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_597,601.55,601-100-055,Papeleria y articulos de oficina,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_598,601.56,601-100-056,Mantenimiento y conservacion,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_599,601.57,601-100-057,Seguros y fianzas,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_600,601.58,601-100-058,Otros impuestos y derechos,acc_sat.account_sat_v2_542,other,D,True
acc_sat.account_sat_v2_601,601.59,601-100-059,Recargos fiscales,acc_sat.account_sat_v2_542,other,D,True
